Produzione (kg),Prezzo (€/kg),Area Coltivata (ha),Tipo di Coltura,Numero di Lavoratori,Stagione di Raccolta,Tipo di Terreno,Regione,Metodo di Coltivazione,Successo Produzione Stagionale,Predict
4341.0087535295315,4.801181736643516,85.87622725159392,3.0,31.0,,Boschivo,Centro,Biologico,False,1763.0663695872909
4302.193088518851,4.325292720132525,148.84986053743782,6.0,29.0,5.0,Boschivo,Sud,Biologico,False,1767.332193568772
3572.3486458180696,2.976994949127001,111.33965591020551,7.0,38.0,,Boschivo,Sud,Biologico,,1464.4413551002895
9057.321110685292,,99.33802660313896,3.0,38.0,5.0,Montano,,Biologico,True,3653.629852255059
5750.4561794828105,2.244818202549057,89.16298750473005,3.0,34.0,8.0,Boschivo,Sud,,True,2327.8313680445435
4588.539483579135,0.7246503534414239,84.08001913392627,5.0,38.0,7.0,Montano,Centro,Tradizionale,False,1862.139799171832
3371.2784801763664,3.2036843529190033,78.43688856480628,3.0,35.0,6.0,Boschivo,,Tradizionale,False,1372.9424586399887
5779.645687733256,2.6325220584191626,86.3870196973738,,32.0,10.908506055947074,Boschivo,Nord,Biologico,True,2338.3743810025144
6731.226353881193,,77.84181747063175,2.0,32.0,3.0,Montano,Nord,,True,2716.4430867936667
1647.8301275817435,2.3668601595643883,136.16293861730094,2.0,31.0,4.0,Agricolo,Sud,Biologico,False,700.5809326178877
2443.6244386609355,4.341969000966251,131.33313807730948,4.0,24.0,11.0,Agricolo,Centro,Biologico,False,1018.0497168875672
7215.025811827684,3.1223555528184677,100.42998759234885,6.0,32.0,5.0,Agricolo,Sud,Biologico,True,2917.9393210087787
5264.8655592389505,3.868086157132108,114.44053088259872,4.0,30.0,4.0,,Centro,Biologico,True,2141.4783829603593
5601.529454290632,0.8939303026209799,78.47213400415856,0.0,34.0,5.0,Boschivo,Centro,Biologico,True,2264.1534219175005
4021.5940355676157,1.1207310088932227,111.27429094272256,5.0,22.0,1.0,Agricolo,Centro,Biologico,False,1643.5199015098633
6785.257437712515,4.321129570667776,81.16586588708928,6.0,29.0,5.0,Agricolo,Centro,Tradizionale,True,2740.252734851133
5845.131629069062,4.857492661809131,87.16913897153779,1.0,31.0,4.0,Boschivo,Centro,,True,
2379.6449776906825,1.6316270471656258,86.69430775933908,4.0,25.0,4.0,Montano,Sud,Tradizionale,False,979.0662834040749
4906.931981485002,,40.8690556906559,3.0,34.0,3.0,Agricolo,Sud,Biologico,False,1975.9335093011978
5185.371592875837,1.3795670012108752,83.70716903123855,1.0,26.0,5.0,Montano,Sud,Tradizionale,True,2099.560787859707
5468.291128116169,1.9066185457698732,120.68056141201174,2.0,38.0,9.0,Boschivo,Nord,Biologico,True,2224.1206196700714
3973.7924492091042,2.488243322164484,72.1068518099506,5.0,26.0,6.0,Agricolo,Sud,Biologico,False,1612.649035226627
5992.880644359832,4.9935812488815685,89.84963423083484,5.0,25.0,8.0,Agricolo,Nord,Biologico,True,2425.6071480131836
4571.3736130348825,0.7258342626112863,63.5760497583937,4.0,28.0,5.0,Boschivo,Nord,Tradizionale,False,1848.8222601414711
1845.0488916760337,,112.39976226593957,4.0,22.0,3.0,Agricolo,Centro,Tradizionale,False,772.9394853501955
4974.558089564233,3.298005675677886,137.38983413117586,1.0,40.0,12.0,Agricolo,Centro,Biologico,False,2031.3401860650463
5835.202835884472,2.5789682936710356,72.60078895255806,5.0,22.0,7.0,,Sud,Biologico,True,2357.361371039556
4429.010159014191,0.9915368511524814,74.19031777063135,3.0,30.0,6.0,Agricolo,Centro,Biologico,False,1794.7611589368662
4275.975873431255,3.9386119930662433,101.40777784444855,2.0,28.0,7.0,Montano,Centro,Biologico,False,
4874.864311059331,2.415164259170179,,2.0,32.0,10.0,Boschivo,Sud,Biologico,False,1970.8625151729882
5492.83729554277,2.497898896454303,83.00913127076228,2.0,25.0,8.0,Agricolo,Centro,Biologico,True,2222.6376575983372
5864.887794908963,4.089862416597137,113.4440977296034,2.0,30.0,8.0,Agricolo,Sud,Tradizionale,True,2380.588347282466
1311.975610894035,4.761759823181409,55.53625970419196,3.0,18.0,5.0,Montano,Centro,Biologico,False,542.3511222688716
3328.86113653756,1.4565019579000282,95.66722640261479,4.0,48.33457708975222,2.0,Agricolo,Centro,Biologico,False,1361.4446225358085
4854.641056943897,3.459569261133193,116.20216405984793,7.0,34.0,8.0,Agricolo,Nord,Biologico,False,1978.817071995513
4800.068707969919,3.867419277054994,76.4058750866097,3.0,26.0,4.0,Montano,Nord,,False,1943.849245713951
3337.8186943587166,1.1157564488749006,176.15362612665325,2.0,39.0,1.0,Boschivo,Centro,Biologico,False,1365.3345808805566
8215.80231871181,4.764685150630546,78.30844235310529,3.0,31.0,,Agricolo,Centro,Biologico,True,2501.1869732671353
3121.907286542143,1.5307808348212304,110.80484626944487,3.0,48.33457708975222,,Agricolo,Centro,Tradizionale,False,1282.904368497691
5489.5935677861235,1.4631713177349304,101.19591709193331,2.0,34.0,6.0,Agricolo,Nord,Tradizionale,True,2226.7962022420293
5228.136732269949,4.897707530958491,146.7277260239,4.0,35.0,9.0,Agricolo,Nord,Biologico,True,2136.4730107151495
5658.731036606117,1.1315854475958753,47.85602708475554,4.0,23.0,3.0,Boschivo,Nord,Biologico,True,2279.0492227678733
5736.413117055186,4.703882469654937,106.44587734567536,6.0,26.0,5.0,Agricolo,Centro,Biologico,True,2328.2990100257775
6797.543406722772,4.018626231113045,113.33415566633279,,17.0,9.0,Boschivo,,Biologico,True,2753.6176093890085
,1.6085554367282517,112.15050427891593,4.0,28.0,9.0,Montano,Nord,Tradizionale,True,
2227.6534663564203,0.16483239944178163,129.94313195013922,5.0,34.0,3.0,Agricolo,Nord,,False,931.5443261276099
4483.137630268431,3.1245169398853867,68.20026498502827,0.0,34.0,5.0,Boschivo,Nord,Biologico,False,1813.7151316028812
5673.176787729296,1.6852465889180113,109.9430563046798,2.0,31.0,7.0,Boschivo,Sud,Tradizionale,True,2302.8536319831223
7954.8619801018995,4.121431881319245,116.42403766661289,2.0,31.0,5.0,Boschivo,Sud,Biologico,True,3217.472003340744
6144.965370012313,0.18937503630574448,128.29974367790442,4.0,31.0,10.908506055947074,Montano,Nord,Biologico,True,2497.6760711082966
5068.644657275069,1.9578761056600875,69.19941232486183,0.0,46.0,3.0,Agricolo,Nord,Biologico,True,2048.2176866074865
4219.116320237983,1.653112880267894,71.08457890707534,3.0,23.0,6.0,Montano,Nord,Biologico,False,1709.871901767316
3962.951047591276,2.3849915617605078,108.37585657664108,3.0,38.0,3.0,Agricolo,Sud,Biologico,False,3478.2426497357187
4421.4037917745045,3.08716295808106,84.98986212380609,4.0,27.0,9.0,Montano,Sud,Biologico,False,1795.258475346944
3667.969038450956,0.16810206033137376,58.3591051488465,1.0,34.0,10.908506055947074,Agricolo,Sud,Biologico,False,1484.9953469250363
4803.62074290355,2.093480617890473,176.15362612665325,2.0,29.0,2.0,Boschivo,Centro,Biologico,False,1959.4564505160533
3590.01110569877,4.17880625659531,140.41626137088033,4.0,25.0,4.0,Boschivo,Sud,Biologico,False,3478.2426497357187
4836.510949990134,0.9882766763049672,76.7135176700242,2.0,31.0,4.0,Boschivo,,Biologico,False,1958.2184352970608
5176.627519938682,2.948466206618491,66.25042225346164,1.0,32.0,6.0,Montano,Centro,Tradizionale,True,2090.826134651512
6136.723820925279,1.5192623043448967,122.89673453007038,4.0,24.0,6.0,Agricolo,Centro,Biologico,True,2492.758548729133
3142.090840646515,4.48409660876554,109.06961848421845,1.0,30.0,6.0,Boschivo,Sud,Biologico,False,1289.8572218038714
5973.897548021281,0.22433276984449302,68.966828043335,2.0,33.0,9.0,Boschivo,Centro,Biologico,True,2410.849067621513
4147.351568660124,2.209916769675612,105.43236810715517,1.0,24.0,5.0,Montano,Nord,Tradizionale,False,1690.8703378961961
4770.989163130161,2.4845716064086725,101.47017223759163,1.0,29.0,6.0,Agricolo,,Biologico,False,1939.136716923342
4431.53568807581,2.414941071002603,89.63883782721366,0.0,31.0,9.0,Agricolo,Sud,Biologico,False,1799.505926578488
2448.9497128101475,0.32141835687436116,98.64894245792952,4.0,35.0,7.0,Agricolo,Centro,Biologico,False,1010.374567861438
6346.754836529957,4.00764732912425,88.81068739845226,0.0,25.0,4.0,Montano,,Tradizionale,True,2565.345140831519
1812.4356724927197,1.2270959617120392,91.37434336815087,6.0,25.0,8.0,Boschivo,,Biologico,False,754.1865720075332
6568.627716517878,2.979663053901627,91.89204883850977,1.0,,6.0,Boschivo,Sud,Biologico,True,2655.3187012587046
,4.963214158302202,112.59437288660268,2.0,29.0,4.0,Agricolo,Centro,Biologico,True,2171.4225240277046
5265.885340710446,0.5614727228348176,115.4765633102744,1.0,38.0,4.0,Montano,Sud,Tradizionale,True,2141.297105277261
,4.371481544148594,101.91915799878822,,27.0,6.0,Boschivo,Sud,Biologico,False,1449.0483227231844
4787.968149846853,1.139690846944894,86.3564934589042,8.0,24.0,10.0,Boschivo,Nord,Tradizionale,False,1943.4942079764126
7174.626019479048,0.45707396687620416,112.0030646947381,4.0,29.0,11.0,Agricolo,Nord,Biologico,True,2904.6513272000407
7982.703650694978,4.48409660876554,77.24839914735641,2.0,32.0,6.0,Agricolo,Sud,Biologico,True,3216.8559800221983
4807.062595643951,4.830097950909822,123.39964775736053,4.0,19.0,8.0,Agricolo,Centro,Biologico,False,1961.0449325847887
6530.441991874609,1.2146113314500977,118.26982423456755,3.0,18.0,5.0,Boschivo,Nord,Biologico,True,2648.5577440202137
7843.040149438935,1.774528606053905,141.4114139125291,,34.0,4.0,Agricolo,Sud,Biologico,True,3180.2394839493327
4391.505448375363,3.470535336908924,77.31357799645744,1.0,,5.0,Boschivo,Sud,Biologico,,1780.0962527490824
,3.2688745093916576,132.8310148742873,3.0,30.0,6.0,Agricolo,Centro,Biologico,False,1976.9512092281761
4167.67411066296,3.814879042963453,93.64945996863264,1.0,25.0,4.0,Montano,Centro,Biologico,False,1695.4644822557739
